Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=-1
687592,Idelalisib,4.482563141,3.98035852,3.976691863
1298531,Tanespimycin,-2.847541794,-2.14280205,-1.7008498
946370,GSK269962A,-0.329589205,-0.41795094,2.244553986
910943,SB590885,5.117696694,5.071460747,4.343738867
1297449,ZM447439,1.737211205,1.742440129,1.970702898
1240206,SL0101,4.454083722,4.281950514,4.106088255
1331040,CP724714,2.726529597,3.280730652,2.970566339
1330982,CGP-082996,1.982809967,1.861838266,1.923005151
688086,UNC1215,2.479341549,2.314205622,2.014699843
722058,BIX02189,4.547088899,4.944942018,4.709867426
908454,GSK690693,4.519482727,3.446264515,3.539075392
907314,XAV939,4.462711802,4.131173431,3.772800196
907794,Avagacestat,3.915908911,4.388927163,4.070620889
1240209,SGC0946,2.080527734,1.756410127,2.158732899
1240130,GSK429286A,4.166721367,4.834804974,3.835842538
910688,Palbociclib,2.874060556,2.551267681,2.594559396
908121,Serdemetan,1.830969267,2.303216211,2.217319344
906804,KU-55933,4.801118002,3.808110108,4.010544151
753541,Linifanib,2.488212812,2.17366875,2.239522679
907268,VX-702,2.309298977,2.310923389,2.355960863
910695,CCT-018159,2.819846736,3.77757788,2.641543069
906817,Enzastaurin,2.449098439,4.114069567,3.208884598
907050,JW-7-24-1,0.891632944,0.542774915,0.158810979
1290812,KIN001-244,2.948989138,4.022896859,4.175563645
1503371,NSC-207895,5.574995996,4.995682253,5.122704051
910951,CI-1040,1.781669461,1.259492155,2.013554181
1503365,TW 37,-0.582110697,-0.742459974,-0.326390367
1240178,SNX-2112,0.29550814,-0.881670148,-0.052956375
687562,Ispinesib Mesylate,-1.301174897,-3.79341943,-2.374493329
908440,GSK269962A,2.084521829,0.010639638,0.915323994
909738,Quizartinib,2.942620939,2.638297683,2.154912225
910703,EHT-1864,4.035080814,3.906496505,3.69633686
1330950,KIN001-244,1.10309767,0.974318569,0.802391207
1298352,SGC0946,2.019750432,1.978044074,1.846004725
1660035,AZD7762,1.286533111,1.346561704,0.001039686
910904,Gefitinib,-0.189722192,0.112598245,0.559489441
905975,EHT-1864,4.409927603,4.092300031,4.235898059
1330995,GSK1904529A,2.300010127,2.31935766,2.579714185
908474,BMS-754807,1.609811614,1.824220573,0.967813918
1290768,FR-180204,5.954254466,5.027036881,4.93689119
908444,Dabrafenib,3.662463202,4.211126073,2.750066017
688031,SL0101,3.970449431,4.056199652,4.034289364
1524418,Nilotinib,3.851218575,3.601331197,3.056798504
687812,OSI-027,-0.144175754,-1.068763034,0.002427302
1298357,ZSTK474,3.019203902,2.484495061,2.028263922
687568,Linifanib,2.989678059,2.513642865,2.4901062
910566,IPA-3,1.154867379,2.505132446,3.208161927
724868,CAY10603,2.578988813,2.315631312,1.701582945
713899,PF-4708671,4.157917655,3.658629018,3.193813645
910554,Obatoclax Mesylate,5.8574689,3.846901956,1.947958296
907275,XAV939,2.144346051,3.125630073,3.242508687
905969,Veliparib,4.245872488,4.037496185,4.085307908
909750,TPCA-1,4.375312113,4.329506035,4.105964208
906853,Embelin,3.496161716,3.084469279,2.915368242
1298348,AT-7519,-0.877795925,2.448527819,0.804438487
909731,Cabozantinib,0.277168096,2.184250154,1.771682013
906801,Navitoclax,1.097943544,2.073956638,2.525161629
910852,AICA Ribonucleotide,8.944833021,7.299652068,6.647646289
910569,T0901317,3.253856977,3.939445822,3.631074922
1240150,YM201636,2.913319856,2.596678772,2.505064159
1524416,T0901317,4.922340992,3.87226323,3.317604304
924244,Selumetinib,4.278979752,1.405084774,1.518996189
724834,NG-25,3.086400987,2.424933674,1.785025139
909769,SB52334,4.443463507,4.737960209,4.584586228
909729,Lestauritinib,-0.830612915,-1.421810318,-1.445945116
910944,Elesclomol,-5.260575086,-1.927781326,-3.931263726
908465,CUDC-101,-1.212620089,-1.14522637,-1.078096222
1524415,HG-5-88-01,4.621649022,3.827159435,3.129535983
906800,QL-X-138,-1.35971074,-2.159815641,-1.923684432
1240147,Midostaurin,0.370124759,-1.519665643,-0.86168297
905938,Vismodegib,3.878457516,3.793785407,3.830752646
949176,Imatinib,3.243198688,2.908198523,2.962236956
906862,RO-3306,1.137279606,2.666025201,2.372417344
906848,Cetuximab,6.692667059,6.584408173,6.398077014
910900,CUDC-101,1.25971974,0.929073654,1.699063423
1298534,KU-55933,5.752210007,6.081073611,5.53418229
684072,CGP-60474,-2.752496583,-1.896268262,-2.05933259
906794,QS11,2.321965367,2.740605466,3.324652186
1298157,XMD13-2,4.787217274,4.208751233,3.587988562
905990,BI-2536,-2.917800773,-2.464553168,0.498899562
909975,JW-7-24-1,2.04969509,1.821213702,1.599715348
910933,Tivozanib,0.015221425,0.374486454,0.349925104
907050,Refametinib,-0.094985258,0.620548,0.130428955
907287,Nutlin-3a (-),4.935959235,4.63435324,4.578161778
908449,Tamoxifen,3.682248219,3.995149445,3.864697786
906827,NSC-87877,4.640686067,4.920607025,5.263993807
1290806,T0901317,4.673138702,4.320971789,4.560182947
1298534,Masitinib,4.754726565,4.719370964,4.254925033
906834,IOX2,0.070396923,0.188173103,-0.126976582
908471,Enzastaurin,3.485779771,4.473589692,3.639154981
907786,AZ628,0.985356002,1.448261652,0.547900056
724838,Tivozanib,-0.002335029,0.129116013,0.156128843
908138,SGC0946,1.95594317,1.70485265,2.268304727
910951,Palbociclib,-0.945095564,-1.064788713,0.778083725
753624,AICA Ribonucleotide,8.752137593,8.645903512,7.399343301
930298,Y-39983,6.537561812,6.221825908,6.090422888
1290906,Pictilisib,0.944726035,1.927381338,1.244332403
1287381,Embelin,2.119352253,2.341690202,2.423664701
907000,Daporinad,-4.739516422,-3.14040954,-3.958530855
909745,PFI-1,2.820658574,3.661158366,3.022368718
687505,Doramapimod,3.87964027,3.71561979,3.647142679
907277,Talazoparib,1.767578363,0.161916228,1.648531491
910784,Linsitinib,3.551030165,2.253406212,2.255636249
910853,PF-4708671,3.843180029,2.727398669,3.442639371
687819,LFM-A13,4.884619395,4.046970493,4.355259595
907053,Linifanib,1.892676314,1.991301227,1.858503958
1331035,GSK319347A,2.385703851,2.571290232,2.698355753
753565,CCT-018159,4.010792001,3.230009332,3.867626297
906795,PAC-1,1.536892362,1.877139383,1.999348984
1299062,Tanespimycin,1.947138229,0.442162167,-0.54469234
908449,Pazopanib,1.443234399,3.147171411,3.374297361
909722,ZG-10,0.326110497,0.062505392,2.093445905
949175,Avagacestat,5.127653682,4.592031555,4.415573376
1240191,MK-2206,3.312636003,2.124016083,1.765108583
1240216,Afatinib,0.363109301,1.090143759,1.049162774
687452,KIN001-244,3.239081773,2.80347193,2.769333472
905935,Serdemetan,2.659160565,2.265012423,2.228046412
1240153,SNX-2112,-2.312193064,-1.95077427,-0.460252114
909975,Linifanib,1.362656727,2.713095093,2.480722533
910942,FR-180204,4.648014715,4.446849645,3.599754438
907056,Bexarotene,0.825744503,2.513323289,3.53313829
949163,CGP-60474,-2.999609097,-2.677355278,-2.954791226
906851,SB52334,2.715646548,4.614738943,4.155026972
1330985,Entinostat,-0.277068454,-0.711110136,-0.471961616
907173,GSK1904529A,2.272583272,1.82667279,2.010605036
909758,CP724714,5.433870081,4.830685849,5.126247397
910849,CP724714,4.915951914,4.662810307,4.342215658
998189,KU-55933,3.589979959,4.378924485,4.222422042
1524415,Refametinib,-0.755766623,-0.413063578,-0.206824336
1330983,RO-3306,3.855442343,3.110619793,3.660852299
907051,GSK1070916,3.501643157,3.218548539,3.131107583
905962,Enzastaurin,0.506291217,1.726074165,2.149627541
905933,Fedratinib,5.303783196,5.254570101,4.896738255
1240207,GSK1070916,2.982077979,3.12582118,3.129081551
1330964,KU-55933,3.302024386,3.466622609,3.753790171
1298141,Doramapimod,5.469727277,4.741298202,4.584994481
1503364,SN-38,-2.768438573,-3.779506175,-3.891449589
1298219,HG6-64-1,0.414237278,0.29150643,0.35050297
906830,PF-562271,3.725696897,2.240082614,1.489650522
909701,PI-103,-2.984140577,-3.089547283,-2.376937563
906999,Alectinib,4.010817793,3.697138136,4.155594398
905971,QL-XI-92,4.571019079,4.305525254,4.203716118
910904,PI-103,4.285602187,3.616737693,2.637753346
687829,YM201636,2.378162724,2.229574288,1.864365648
905960,XAV939,3.065537613,2.861653561,2.977201056
1240166,BAY-61-3606,0.236851933,2.00056281,2.211632057
908143,DMOG,4.986697259,4.781062045,5.530308804
1303896,Elesclomol,-4.488135618,-3.592619748,-3.912742954
1331032,QL-XII-47,0.120793508,-0.347115937,-0.192277086
1298348,AZD8055,0.241078771,0.809258176,0.753306458
949174,GSK690693,4.444648717,1.286118349,3.829582175
687807,IOX2,0.983528446,0.626228163,0.828758742
908450,Etoposide,1.47712341,1.186071307,1.327062734
1330933,Obatoclax Mesylate,-3.429697092,-2.807185469,-2.583605199
907056,Refametinib,4.147287615,2.687856147,3.117238298
1290809,Y-39983,4.360278989,4.790692579,5.493611768
1299064,Pazopanib,2.246777636,3.262631212,2.45870662
908471,Nilotinib,2.469439829,2.423081799,2.677365875
687561,Vismodegib,4.890116802,4.265740285,4.472361005
1240212,Cabozantinib,3.467545967,3.037025032,3.332980586
905938,CCT007093,3.768833613,3.735903701,3.565159583
909251,Alectinib,1.277124512,2.496647328,2.540826292
753589,Pictilisib,4.055837334,3.468224177,2.534420756
906877,Bicalutamide,2.903405855,2.239947144,2.506049909
1298358,JNK-9L,-0.436040677,-0.05151349,-0.045502942
1331050,NPK76-II-72-1,3.199520337,2.856609604,1.663177365
907295,WHI-P97,5.319649038,4.97947964,5.071522648
946359,TAK-715,3.374528508,3.33756397,4.218821215
1331045,LFM-A13,4.354432774,4.284871411,4.532569652
907072,AZD8055,-0.970388428,-0.907185438,-0.415186024
753614,Etoposide,0.338595728,0.938931158,2.242834634
1297447,BAY-61-3606,1.852756244,2.01672563,1.967530221
1240169,AZD7762,-0.8011841,0.391536277,-0.520535681
749710,IPA-3,3.638469156,5.855516068,5.532690768
905935,Bicalutamide,2.704931762,2.081839203,1.974249561
910780,Pictilisib,0.154589176,0.903118669,1.648795676
906798,Avagacestat,4.376913682,4.354303567,4.276734363
1298157,Pazopanib,2.124655605,3.154454124,2.814409019
908482,Tubastatin A,4.786278932,4.649295233,4.599426772
1298533,Midostaurin,-0.28644512,1.343392957,0.641652468
946377,I-BET-762,2.999811908,3.232807409,2.742608531
907786,AZD6482,2.475753987,1.093441835,1.838864237
1240159,PFI-1,2.152479168,2.595814122,2.649937546
909251,Palbociclib,0.63870799,0.112925313,1.310775989
1240155,GSK1904529A,0.9604709,1.632139244,2.011990319
909742,Dacinostat,-1.850106866,-2.722035959,-1.790235236
1303912,FTI-277,1.26482351,2.973475691,2.466426818
1240216,Gefitinib,0.465387362,1.33765728,1.339353296
946355,KIN001-260,5.575118815,5.499918557,5.029988728
907318,KIN001-270,4.921042789,4.432133149,3.957126447
687804,SL0101,4.639429622,4.078557004,4.078095202
910947,Saracatinib,2.094031755,2.455874645,1.88354541
909252,WZ3105,-2.948336193,-2.471255068,-1.638744326
1240206,AICA Ribonucleotide,6.961019389,6.483468355,6.177444784
1659928,Masitinib,1.103853625,2.707629864,2.679667761
971773,Tanespimycin,0.575907849,0.429232206,0.864034019
949153,FMK,3.962482121,3.701624246,2.96775991
906870,Serdemetan,3.309348121,2.637612472,2.769904461
905934,Tubastatin A,4.522946241,4.202141571,4.301608044
907042,Tamoxifen,3.687838969,3.179529475,3.3116279
946370,PF-562271,3.359645223,1.749909651,2.254838412
949094,QL-XI-92,2.286929835,2.86983163,3.279746376
908473,SGC0946,2.154094246,1.734842997,2.310438006
908458,XMD8-92,2.287631135,2.156288051,2.651770016
753585,SB-505124,5.1062106,4.044089635,4.842344135
684057,FTI-277,2.524041759,1.936481169,2.223519771
1240187,Veliparib,2.842142187,4.037151062,4.295033262
1331050,Bicalutamide,2.005002249,2.302286466,2.100624468
1503363,Cabozantinib,1.524588904,1.186485946,1.171548252
908141,Salubrinal,1.620452709,2.915617812,3.072405197
907169,Dacinostat,-3.618663715,-3.547514233,-3.200141278
910935,NVP-TAE684,0.689987035,-0.615804056,0.178834511
1331050,GSK1070916,2.056698267,2.323896092,2.138186032
687815,GSK1904529A,2.802927102,1.830929228,1.944478324
1247873,CCT-018159,3.580489685,2.359662892,2.815544364
1659818,AZD7762,-1.0215293,-1.524242886,-1.782984824
713899,FTI-277,1.901877962,1.362476674,1.601475108
1297447,Lestauritinib,-1.423150772,-0.815901455,0.347084776
1298362,NSC-207895,5.625875262,4.550114192,4.19771294
1298145,OSI-930,4.621400926,4.48282008,3.789501949
1240201,AR-42,0.840051149,0.527564685,0.109483661
909253,Lestauritinib,-0.87135035,-0.627420215,-1.480150756
1503371,KIN001-266,5.098601923,4.016870099,4.196680518
1240173,BI-2536,-1.2543235,0.051220355,2.782050218
908475,Linsitinib,2.466391445,1.774383063,1.923858502
949157,Crizotinib,1.44439136,1.937704575,2.868677126
907050,FTI-277,2.554935813,1.812666315,1.843283656
1290795,Serdemetan,1.356860868,1.93525027,2.214732516
753556,Pazopanib,2.695795209,3.319760771,2.992837226
909724,Masitinib,2.734238986,3.418431618,2.819781888
1287706,AICA Ribonucleotide,8.156104903,8.643656649,7.273900718
910916,Luminespib,-3.690090402,-3.876389996,-3.513052575
909257,CUDC-101,-1.096402613,-0.948280155,0.131634676
1240131,FTI-277,1.498592284,2.197751226,2.416611906
907287,NVP-BHG712,3.647209002,4.805484977,4.703610993
910700,NPK76-II-72-1,5.214652979,4.671516254,4.202864241
908481,ZSTK474,0.947670636,1.107375847,0.774547133
1290905,Enzastaurin,4.380253148,4.477516973,2.652392711
908447,CP724714,5.223901298,4.449098964,4.074345518
1323913,AR-42,-2.893883489,-3.181456848,-2.507046678
906791,VX-11e,2.017432826,2.820078129,3.207352792
1323913,AZ628,-2.895044135,-2.646239411,-0.420551769
1331050,Erlotinib,2.705311275,2.618917234,2.724331617
925338,Belinostat,0.526591462,0.272558552,0.700256722
909751,PLX-4720,4.755109762,3.800163431,3.665824284
910935,HG6-64-1,0.150999772,0.385775544,0.836212912
753558,SGC0946,1.938804916,1.934120329,1.60565638
909264,JNK-9L,-0.123301941,-0.783255133,-0.532164122
907271,UNC1215,3.079100587,2.584745124,2.528938579
1240124,Refametinib,-0.08223535,0.142135633,0.458776717
908152,Palbociclib,0.127978458,-0.079243709,1.56884942
1290724,Elesclomol,-3.834695183,-3.995295196,-4.453108437
724870,IPA-3,2.972625779,3.256144616,3.178953942
909771,Motesanib,3.009953126,3.109165854,2.893485957
1298362,Dabrafenib,4.108379579,3.809377115,3.968484808
907067,WHI-P97,4.728118917,4.570346273,4.241439927
753600,GSK1904529A,1.677832819,2.404059984,1.983014708
909723,CGP-082996,2.272331492,3.138244633,3.276653531
908129,Bexarotene,5.297609053,3.943537682,4.38293602
910692,AZD6482,2.288953902,3.055966033,3.00090402
910935,Sorafenib,0.461189386,1.181591461,1.368667398
687829,Afatinib,-0.387340231,0.45834083,0.79724359
1298350,Enzastaurin,3.769506664,4.609988524,3.908193872
924247,GSK319347A,3.87763094,3.478159549,3.121194073
908152,Elesclomol,-1.831596103,-4.06336774,-3.850848239
1331037,KIN001-266,2.668901391,2.253648904,2.238271147
1331048,FTI-277,2.550483601,1.865582545,1.946252454
924187,Cabozantinib,3.567705388,3.029019156,3.747832927
1479988,KIN001-260,4.731163616,4.192090502,3.864979534
925338,Bicalutamide,2.792446901,2.641193524,2.625919428
713878,Refametinib,1.635026488,3.124900278,3.192739464
1240167,BIX02189,3.434046908,4.380725512,4.062229851
713899,MK-2206,1.723725608,0.369071704,1.385316829
907072,Trametinib,0.992059498,-0.534405212,0.166909215
687561,RO-3306,0.191015641,2.534628321,3.116426951
906864,HG-5-113-01,1.8499056,1.909548417,2.325349294
908152,JQ1,3.277181656,2.860668057,2.382792534
908143,SB52334,3.450905133,3.582280641,4.318943791
687983,XMD8-85,3.177697742,3.493713184,3.28163264
905949,Dabrafenib,2.108512191,0.867578225,1.755546213
1240198,Gefitinib,-1.209844979,-0.296041879,-0.786550139
949173,MPS-1-IN-1,4.139734206,3.620696907,2.84974374
1331036,Tamoxifen,2.399061715,2.458306474,2.939186165
909748,Selisistat,7.028724947,7.377795085,6.487875861
907057,Masitinib,4.448395944,4.356176567,2.941278521
1240196,I-BET-762,5.24065267,4.733224529,5.015663044
909751,Obatoclax Mesylate,-0.222856476,-1.697729812,-1.719651891
908148,CP724714,3.860379693,3.803002775,3.511924389
905955,FTI-277,2.689762308,2.163333723,2.524020143
753556,Bexarotene,4.688548883,3.98281344,3.681560183
909758,PAC-1,3.074311849,2.920641627,3.065220247
908156,KIN001-266,2.634533998,2.602633314,1.695927101
753612,AZD7762,2.147120547,1.089007432,0.727006596
907281,EHT-1864,2.583239601,2.675730163,3.113971541
1524417,SN-38,-4.137168039,-3.963580277,-3.869741892
909696,Gefitinib,0.508381607,1.283091581,1.0660054
687505,CP724714,2.957301572,3.536489301,3.973082439
753614,SN-38,-2.641689926,-3.504964595,-3.799944838
906797,I-BET-762,5.258503277,5.09927129,4.949980326
909717,EHT-1864,4.448139251,4.476529749,4.440478007
909708,Belinostat,-0.579711415,-0.539901637,-0.579179974
1330987,Omipalisib,-4.63343218,-5.092315119,-5.334773505
908142,AS605240,1.754495614,2.471430244,1.901235001
1298349,SB52334,2.434297444,3.319218154,3.586840198
910546,Cabozantinib,1.756393178,1.912816893,1.562344892
907268,Navitoclax,2.142512354,2.457613771,2.381740706
1479988,VX-11e,1.159285816,1.335170673,2.296559386
1327768,NU7441,2.112280298,1.766997794,2.00445693
908455,BMS-345541,3.522018936,4.002837955,3.872969443
909248,ZM447439,1.439011245,1.045370103,1.488581868
1299059,TAK-715,6.009490145,4.590670222,4.32911203
907053,ZSTK474,0.428862027,0.21292642,0.544140916
909735,Refametinib,3.459231077,1.095407195,0.972075759
910936,Selisistat,6.541146918,6.463693164,6.001695765
1240153,IOX2,-0.261846187,-0.888291969,-0.483217177
1298539,Talazoparib,0.424971101,1.446110589,0.419971604
910915,CCT-018159,4.900738245,3.101788569,2.654190299
1298526,KIN001-260,5.149116416,5.000235423,4.96161847
909751,Linsitinib,2.340522187,1.522765278,2.154951527
924238,XMD13-2,3.604924654,3.788901115,3.49878195
908448,AS605240,0.413772405,0.473470245,0.478602387
908444,GW843682X,-0.267813379,-1.152327188,-2.08223784
907175,PD173074,2.966681308,1.846825652,2.587428487
724839,Belinostat,1.669223162,1.552153686,1.749113903
905938,GSK1070916,-2.684281937,0.119172535,0.019487443
753559,GSK1904529A,0.08151947,1.922650203,1.732528584
998189,UNC1215,2.881586944,2.676087077,2.509313473
909976,Lenalidomide,3.26571767,3.539508945,3.391718837
1240125,Y-39983,5.665560746,5.267599791,5.22869323
749712,XMD11-85h,5.336976434,4.2814612,4.407946767
1327766,CGP-082996,2.375445954,2.183520114,2.193509527
1290797,VX-11e,3.287337612,2.178376182,3.115798851
1660036,Ruxolitinib,4.997264661,4.638235569,4.368001642
1480358,PD173074,4.080875347,3.86875329,3.339245616
909780,Linsitinib,2.548371103,2.738441875,3.021146172
1240139,Alectinib,3.324720228,3.784435884,3.680895483
907789,FMK,3.100512964,3.1906589,3.163471543
905981,Idelalisib,3.427027765,3.656893822,3.62968706
910548,AICA Ribonucleotide,9.481378015,8.988233308,7.53150117
1240218,Amuvatinib,4.545084482,5.000663081,4.584706346
