Cell,Drug,IC50,IC50_Predict
724878,CCT-018159,3.986969902,3.045856011
910903,Olaparib,3.852267455,2.323678455
909724,CUDC-101,-0.558891643,-0.582779081
946370,AS605240,3.590191209,4.037193312
908475,LFM-A13,5.508806032,4.314003494
909753,PHA-793887,1.660439101,1.021916463
908138,NG-25,3.683790833,2.792256777
905948,FH535,7.140033936,3.023503572
924188,CAY10603,0.618881215,0.619267851
909753,FMK,4.325460847,4.916799124
910704,LFM-A13,5.458986699,4.254639355
910780,Amuvatinib,4.0399457,2.827724634
910401,CGP-082996,2.154348483,1.769901619
907073,QS11,0.33216612,2.125971741
909725,QS11,5.427861744,4.719647554
1503366,Avagacestat,4.626006663,4.39112023
906797,AZD7762,-0.769383637,-0.099879252
908451,Vorinostat,-0.474738691,-0.792849681
1331036,Lenalidomide,2.970385549,2.387936957
688007,VX-11e,4.201389669,4.144749669
724870,Elesclomol,-5.277717024,-4.69664039
1290767,OSI-930,5.386177984,4.905610009
910698,Enzastaurin,4.732814312,4.395816116
688001,PD0325901,-2.180240548,-1.50639105
1299080,PFI-1,1.265568411,1.790513949
910900,QL-XI-92,5.242058955,5.082515989
909698,Dactolisib,-3.290072648,-3.281013962
907312,Avagacestat,4.900651043,4.651769066
1240143,FTI-277,2.123955533,2.350967016
908459,KIN001-244,3.905907707,3.51643359
1240143,QS11,2.560005808,3.852358096
753605,Saracatinib,1.719310242,2.149965295
1295741,YM201636,0.611469663,1.01036331
906846,AKT inhibitor VIII,1.535580648,1.9059245
1299080,FTI-277,1.377935491,1.34498863
909716,Bosutinib,2.7923597,2.864860874
688013,NSC-207895,5.372191283,4.604894948
909706,PAC-1,3.983182144,2.976544954
1331032,SNX-2112,-3.746712101,-3.548652341
906801,Vismodegib,3.65303925,5.143185701
910948,HG-5-113-01,0.735348629,1.944136763
1503361,Palbociclib,0.260086954,1.41000149
906763,Y-39983,-0.217112815,2.59416883
687592,Obatoclax Mesylate,-1.860286158,-2.382062581
910904,QL-X-138,3.500277402,3.598514205
724879,AZD6482,2.416693704,2.694225574
907171,Camptothecin,-3.069853337,-3.795167522
1240145,Serdemetan,3.006866668,2.297316938
753566,YM201636,2.808024117,3.613191644
906839,PD173074,4.128708687,1.054014027
1240223,XMD14-99,4.494727199,4.482912932
910900,Dactolisib,-1.585272705,-1.72484274
910568,DMOG,6.172070196,6.192496331
1298134,Pazopanib,2.689376654,3.387578832
910853,Selisistat,3.084570974,4.524906197
1240151,PF-4708671,4.948985487,3.918295788
910568,BMS-509744,3.942591479,3.33198894
910907,Olaparib,4.182319462,4.104875289
907792,HG-5-88-01,2.785614445,3.331302624
1298223,GSK690693,3.8426212,4.141629805
1290455,Tozasertib,2.778530207,1.039717206
949158,Y-39983,3.003887064,2.666844408
684052,Linifanib,2.245561721,2.399815091
907268,EHT-1864,2.629446808,3.369351659
908467,Omipalisib,-1.903223907,-2.132070315
753541,Trametinib,-3.20199131,-3.524861562
753583,CGP-082996,3.501695969,2.247173361
909738,BAY-61-3606,1.36301229,0.855282382
908471,PF-4708671,4.081144322,3.201658627
1298223,OSI-027,1.830744507,2.887718347
946355,EHT-1864,3.410514664,3.506700133
907792,BI-2536,-1.961540517,-1.851378049
905937,BIX02189,4.325067824,4.167888891
1303912,OSI-027,4.403588881,3.648050071
688013,Sorafenib,3.330288871,2.424465977
1290768,NG-25,2.162893046,1.658147532
1299070,Embelin,1.75498198,1.662277465
1240222,CAY10603,1.777666769,2.431454292
1298168,UNC0638,4.225172465,3.970659944
687798,PIK-93,4.094693786,3.802648809
906869,Crizotinib,2.672180676,3.225965126
905971,AKT inhibitor VIII,3.020887759,1.659549887
907320,Alectinib,2.249644246,2.260969692
908139,Linifanib,2.382059792,2.249635649
722058,KIN001-270,5.797905056,5.395705104
905984,AT-7519,-0.17189492,-1.070950084
687983,GSK319347A,4.624185247,4.224879172
907290,AR-42,3.328831002,1.43870874
1659818,SL0101,3.735314903,3.860510373
1330935,CGP-60474,-2.358350529,-1.979562581
1298160,Zibotentan,6.111681004,6.011704829
949177,AZD6482,2.902791756,2.737327164
687799,XMD14-99,3.74035665,4.077613503
1240185,IOX2,-1.101231267,-0.386374869
724869,Quizartinib,2.445045391,2.602608996
1331033,Tanespimycin,-0.244332105,0.655923006
753556,Zibotentan,5.376491199,5.445549738
1240219,Nilotinib,3.285974314,2.968881008
724879,Luminespib,-1.372094031,-2.347525083
907788,NSC-87877,5.487798959,5.040145913
906863,SN-38,-7.197832089,-5.980043854
687459,OSI-027,2.2835351,3.226071734
753561,Bryostatin 1,-2.637460017,-2.972561386
687600,Axitinib,1.033469985,1.926014478
908472,Trametinib,-0.947389221,0.585791882
749715,Masitinib,5.75550403,3.862742743
1290797,TPCA-1,3.321913799,3.723665214
1298156,Cetuximab,1.242600523,4.803218463
907268,Pictilisib,2.265892057,1.407438367
1298219,Midostaurin,-0.558992355,-0.197145657
906870,Idelalisib,1.411147766,1.455571878
749717,Embelin,2.927230409,2.88816541
908446,BMS-754807,1.56010896,2.308314209
907312,Ispinesib Mesylate,0.460318595,-0.927095485
910948,XMD8-92,2.065779551,4.136220582
906830,I-BET-762,4.919061708,5.487740006
753618,AZD6482,2.831065083,2.800611706
905936,Olaparib,2.392673866,2.697346667
910900,Bryostatin 1,-2.168211592,-3.025385133
907321,Rucaparib,2.537264522,2.768181915
905971,XMD11-85h,2.745792631,3.714163395
946372,MK-2206,0.999170142,0.777303697
907073,Sorafenib,1.001883228,0.944971551
924108,AZD6482,2.709799105,2.661776132
684059,Avagacestat,4.82452497,3.884076761
910942,Masitinib,2.99217621,3.256917397
906869,SNX-2112,0.837772845,0.076725819
1290808,Nilotinib,2.997120929,2.819107853
1240182,AR-42,-0.347920037,-1.157556849
905982,AZD7762,0.812247238,-0.74347692
910927,AZD7762,-0.583224057,-0.1223706
1240212,SN-38,-5.940624397,-5.283384476
1298216,CCT007093,4.575687454,4.129859998
905974,SL0101,4.443203129,4.067203801
909721,Fedratinib,1.992166368,1.685258372
910401,BIX02189,2.742934617,2.562635868
910692,Veliparib,2.118087211,3.976445732
753620,OSI-027,1.717088435,2.215388619
724866,CCT-018159,3.14159982,2.941219813
905980,JW-7-24-1,2.002908174,1.055852391
910704,XAV939,4.167041926,3.233369186
930083,GSK429286A,5.452846945,5.687957891
1240161,CCT-018159,2.130146872,1.828982536
906869,Bryostatin 1,-2.875840669,-3.087496871
1247871,Selumetinib,3.204522781,2.660212147
753622,AKT inhibitor VIII,1.551850567,1.878103271
924244,NPK76-II-72-1,3.946121316,3.543851848
909708,Tivozanib,0.737654568,0.358129087
907058,EHT-1864,4.299953663,3.675278941
1674021,KIN001-244,4.45184472,3.593342024
905948,JNK-9L,-1.429355006,0.312481569
906821,ZSTK474,1.477221665,1.198987635
909703,XMD8-92,1.836768811,2.176259753
949093,Idelalisib,5.3792006,5.73682439
1240125,WHI-P97,4.281332976,4.767609609
910695,OSI-027,2.351714742,2.247155675
1240127,Linsitinib,3.759351936,2.787404664
910689,UNC0638,3.108859787,5.24979168
907791,Luminespib,-0.706021596,-2.771473815
687997,BMS-754807,0.587174095,1.059620989
907068,CHIR-99021,1.516882585,3.373049759
906826,QS11,5.51988682,4.132153286
910692,GSK650394,3.674176511,3.065711771
1240196,CHIR-99021,3.920788536,3.364163512
749711,AZ628,1.511605025,2.493389414
910549,SN-38,-3.402662646,-3.849847934
753581,QS11,3.831084751,3.706566017
905945,SB-505124,3.217224789,4.157692158
906861,Idelalisib,4.614007183,4.600055363
930082,Selisistat,5.112078923,5.28379479
1330985,Serdemetan,3.243420992,3.064202809
1290908,GW-2580,4.921488624,5.320682934
907273,Bicalutamide,2.025994583,2.05600802
724872,Cabozantinib,3.045207277,2.690521825
906875,PD173074,1.346132572,2.444849616
907061,LFM-A13,4.70052257,4.151474782
1298531,PAC-1,0.411097393,1.727013613
907057,WZ3105,1.551708096,0.986903407
906824,OSI-027,-2.001752283,-2.010053909
910932,PIK-93,3.196732331,3.095007942
688027,Embelin,4.093493838,3.945257894
1298347,Alectinib,4.125573101,4.001325554
1299064,Alectinib,3.990793278,3.782947555
906848,IPA-3,2.680872622,3.667316543
909723,Entinostat,1.975245505,1.733992348
949173,OSI-027,1.215423606,1.093195582
908461,SB-505124,4.6871819,4.477395136
1330984,CCT-018159,2.592922701,2.902471934
687506,GSK1904529A,2.02690959,2.25577786
925343,Pictilisib,0.023735897,-0.316420851
924111,NSC-87877,5.063050548,4.712454745
908149,Bicalutamide,2.738479949,2.4293203
1290814,UNC0638,3.918855354,4.354007081
1290768,VX-11e,1.864603427,3.002956336
687592,AS601245,0.815092969,1.357225151
905941,Imatinib,3.088127831,2.79585441
909708,KIN001-244,2.827881598,3.184299544
1299078,XMD13-2,2.932790455,3.761175071
910705,NU7441,1.826174388,1.547569197
905970,WZ3105,2.16095618,2.564276247
907277,DMOG,3.734433058,4.417245197
910568,Cyclopamine,5.268790651,4.796214304
907318,KIN001-244,3.006987031,2.686788107
924107,VX-702,3.345567635,3.173820572
905973,XMD13-2,4.696129312,5.224866906
949173,CP466722,2.508958278,2.54768233
905948,XMD14-99,5.297772403,5.607888571
908159,MG-132,-1.604462661,-0.539628978
1240221,KIN001-260,2.694096613,3.488724986
1299078,QL-XI-92,3.057211669,3.426587825
687600,CP724714,4.882457769,4.584632408
1479995,Tubastatin A,4.366812994,4.535774508
908141,Bryostatin 1,-4.314348889,-3.195082705
910781,Omipalisib,-4.407384464,-4.160155823
1240187,OSI-930,5.414190689,4.60040589
908471,OSU-03012,2.549057665,3.162967245
908463,CUDC-101,1.69171758,1.941778012
1503366,GSK429286A,3.676750811,4.669678381
753538,KIN001-244,3.443578941,3.09967779
753534,Embelin,3.78495492,2.425569143
910704,XMD14-99,5.086310133,4.550446297
906790,PHA-793887,2.26193358,2.115667541
909255,PIK-93,0.854122596,0.59596356
909709,PIK-93,1.73558016,2.126532535
910695,WHI-P97,3.727863435,3.885453815
753588,Parthenolide,2.911172969,3.243999718
906797,SGC0946,1.624304333,1.748199142
753561,NSC-87877,4.924583679,4.420622983
687799,MPS-1-IN-1,2.742502292,2.80021377
907056,QL-X-138,-0.617283173,-0.77622027
909776,SB52334,5.488007753,5.06064402
924102,NSC-207895,1.501064029,2.257152457
905975,CUDC-101,0.031468622,-0.018663164
924238,KIN001-260,5.154251505,4.73202409
905955,Lenalidomide,3.818374145,3.753206778
909702,OSU-03012,0.805127383,0.591066495
909777,PD173074,3.204554714,2.349432016
1299081,FR-180204,4.332666676,4.74432939
1331037,Motesanib,2.090979686,1.925564222
1299081,GW-2580,5.757515816,5.413304914
1327768,PI-103,-0.40513557,-2.033827739
910691,Serdemetan,3.434858746,3.441556593
909722,Salubrinal,5.472620908,4.565375516
1298357,Dactolisib,0.481019232,-1.654370055
906824,YM201636,0.71227573,1.413364415
753588,KU-55933,4.89788146,4.657325181
949174,NVP-TAE684,0.97376367,1.53926622
905939,Rucaparib,2.488162456,3.482984642
1240183,EHT-1864,4.286764061,4.334072715
906832,QL-XII-47,0.787588737,1.040979301
753552,Talazoparib,4.747038055,1.804852406
907277,KIN001-270,3.815272949,3.458342599
908136,SB-505124,3.242655825,3.279938711
1240216,Dactolisib,-1.759510796,-2.836957688
906791,Tubastatin A,5.172567599,4.987267633
910779,Ponatinib,0.012049608,0.832553255
907287,Quizartinib,2.879717629,2.890217972
909696,SL0101,4.512130743,4.072415284
687802,Camptothecin,-4.072854145,-4.293546925
1240205,YM201636,1.770250918,2.067512045
1240199,KU-55933,6.19234035,5.900282601
908449,Linifanib,2.987975778,2.480233956
749712,Doramapimod,3.953324688,3.510053601
905934,Navitoclax,3.586229047,1.540267815
749715,GSK650394,2.388888564,4.263112928
909264,Alectinib,3.736383434,4.230541403
753531,OSI-027,0.243024234,-0.286872532
905990,PD173074,3.65058777,3.146712802
906875,SB52334,1.261617303,3.009928071
907071,Idelalisib,4.775569059,5.106063462
910566,XMD8-85,1.43350217,1.47027167
908457,HG-5-113-01,1.481091712,1.230157788
910903,QL-XI-92,2.520977409,2.287129048
909698,XMD8-85,1.257831388,1.57801152
687787,Veliparib,4.026619768,3.934614343
908452,Belinostat,0.743554209,1.217283709
1290795,Fedratinib,0.875047993,1.730397294
905955,Tanespimycin,-2.166739599,-0.91456567
909779,PI-103,0.278087401,0.514631162
1327774,Talazoparib,0.536219294,1.013452102
910545,PFI-1,1.983471965,2.344237236
907322,Linifanib,2.287340052,2.417050372
1479987,Cetuximab,6.336643609,4.892737528
906871,Cyclopamine,3.381799431,3.66512323
687592,CP466722,2.415744308,2.229000966
905972,RO-3306,3.706893209,2.882611751
1331049,AS605240,0.697695196,1.560742709
949174,Avagacestat,4.316907687,4.757526607
1327769,Linifanib,2.291820513,2.025421261
907056,Temsirolimus,-4.165174295,-3.160350783
908440,Lestauritinib,-0.857771409,-2.915317974
908139,Nutlin-3a (-),4.494982664,3.626748231
905959,Cetuximab,6.945243205,5.753592465
1330994,Tanespimycin,0.613320555,1.004910241
909974,PD173074,5.093083637,4.009407578
687777,ZSTK474,-0.437449419,1.308460839
906844,XAV939,3.253537646,3.316994136
688025,WZ-1-84,3.65707756,4.210863239
1295741,NU7441,2.781310844,2.121590764
910554,HG-5-88-01,4.179208441,3.662844188
1247871,WHI-P97,2.530575764,3.041371865
687821,TW 37,-0.480476211,-0.685360383
907318,Bexarotene,0.783234781,2.227858989
1331037,PHA-665752,2.090979686,1.571063613
688014,Imatinib,3.323930498,3.119880148
1298358,Tipifarnib,1.261484658,1.855288048
688023,Saracatinib,2.602486667,2.736389313
1659818,KU-55933,3.154576944,2.630749187
724868,PI-103,-0.828975115,2.541960654
949088,Doramapimod,5.599796967,4.297947036
910900,Dacinostat,-3.150841226,-2.757644323
905986,Pictilisib,1.72390124,1.282337714
1298365,HG6-64-1,-0.319379208,-0.963150175
925348,BIX02189,5.884112166,4.870577916
688001,Dabrafenib,0.017444461,3.670688433
908454,A-443654,-3.478512375,-2.178706899
688031,GW-2580,5.500862057,4.632267517
1290907,Elesclomol,-2.414319442,0.346089937
949157,XMD13-2,3.871962813,4.021682664
910851,PF-562271,1.713289623,0.661992384
907069,FH535,2.108427445,1.73865188
753552,T0901317,4.683760145,4.524356456
1330972,Salubrinal,4.385948295,4.16837452
906823,Pazopanib,-0.588033674,0.320815619
907311,Palbociclib,1.452043638,0.537172866
687455,I-BET-762,3.947627085,2.192266592
905990,Vismodegib,4.452133346,5.076290015
909721,Pictilisib,0.975766244,1.325984869
688011,TPCA-1,3.780258296,3.827970044
724868,TAK-715,4.239950125,3.828970779
909711,Elesclomol,-1.48928301,-3.172208836
906862,AZD8055,-1.459241939,-1.103121585
907314,ZG-10,0.00918791,1.571841061
906798,Tipifarnib,-0.042605135,0.269723629
1290724,Refametinib,1.668542741,1.003123706
946356,EHT-1864,4.545137295,3.684413529
724828,FTI-277,2.801410279,2.517130943
1331040,QL-XI-92,-0.043150454,1.556003222
722066,PI-103,-0.189984412,-0.384872907
909904,XMD13-2,4.924702814,4.83083618
906863,CP466722,3.217849941,3.74684251
905980,PHA-793887,3.483239861,2.974299074
1298145,SN-38,-3.878646807,-4.088994059
687821,Gefitinib,0.989681096,1.660450892
906826,Refametinib,1.676125626,1.037119693
906763,Imatinib,-0.214770645,0.614345117
1674021,UNC0638,6.168469124,4.160077561
1480360,OSI-930,4.821944529,4.560171648
1524415,ZG-10,0.861976912,1.092499072
688086,JQ1,1.209398074,0.29007337
684681,ZM447439,3.689526511,3.273671225
1240206,PHA-793887,1.193925869,1.133144023
735784,KIN001-266,5.324797638,4.613462847
907273,QS11,3.662008769,3.813514418
724855,NG-25,6.334284244,4.655870014
907046,SB216763,4.909582488,4.664579892
1240139,(5Z)-7-Oxozeaenol,0.076927858,-0.176844552
949179,Rucaparib,3.814856591,2.986764285
713880,Nutlin-3a (-),3.718806714,3.057768534
925340,I-BET-762,5.87072114,5.299527741
905955,Salubrinal,4.709885112,4.533044472
1290806,Idelalisib,3.698772374,4.907483991
724866,Ponatinib,1.813102693,1.09276559
971777,DMOG,6.162093556,6.617684437
905952,KIN001-266,2.471824987,2.373883933
684059,CUDC-101,-2.843269513,-2.121839561
910900,Talazoparib,-1.666032149,0.374633591
905982,QS11,5.37467224,4.804974784
946359,IPA-3,2.152238441,4.582838259
1303896,WZ-1-84,1.012479493,1.986827152
749712,FR-180204,6.072382402,5.770444794
909749,Daporinad,-2.92910018,-1.932476722
910931,AS601245,2.876954187,2.826957748
924106,Linsitinib,3.320672093,2.741828012
753561,Selisistat,5.462113687,5.239260386
905954,I-BET-762,5.526999306,3.817167074
1240159,BMS-754807,0.68502942,0.248123092
1509074,GW-2580,5.449328162,5.095343764
905976,Refametinib,4.08059409,0.517365496
909975,PD173074,3.706919001,3.240092825
909779,QL-XII-47,2.201286467,0.851233632
1290808,QL-XII-47,4.495893986,2.717372164
1240170,Tivozanib,0.405477781,0.243018339
713869,Selumetinib,3.461111445,3.130800289
1503366,Talazoparib,2.239356873,2.591354049
909751,SB52334,4.791776339,4.270822808
906847,MK-2206,4.383001852,3.81563232
910700,CCT007093,4.742449513,3.895842392
909250,Motesanib,2.416479998,2.577899894
924248,GSK690693,4.86458751,3.75565703
909704,NPK76-II-72-1,2.302790764,1.897384728
1480362,Vismodegib,3.569896491,4.321549533
687807,Entinostat,4.676413074,2.995710468
1297439,BMS-536924,1.34956968,1.133121424
1298533,SGC0946,1.584897649,1.910758068
1298222,CI-1040,3.241464475,3.151871964
1298538,JNK-9L,2.805179614,1.364583031
910706,AS605240,2.432629553,2.269871168
1330950,TW 37,-0.664822973,-0.502046657
910695,Midostaurin,0.17788315,-0.265058903
905963,Ispinesib Mesylate,-0.729975725,-0.063681109
910936,YM201636,5.077906813,4.075974106
687983,OSU-03012,3.11770403,3.661303047
1298141,SGC0946,2.411176645,2.283914858
909904,NPK76-II-72-1,5.651028726,3.891596271
906841,Parthenolide,1.822887734,2.321219852
946361,Trametinib,-4.82403906,-4.156908042
1240129,Cabozantinib,2.221561534,2.253932372
1330982,FTI-277,1.814789007,1.57208449
1290725,Quizartinib,2.463698011,2.673380624
905958,NU7441,1.387745097,1.096135024
906856,Linifanib,-4.595242025,-3.430700344
1240182,FMK,4.272324155,5.558174126
905948,SNX-2112,3.723950401,2.607402646
687997,CP724714,4.427274649,4.781560938
908128,EHT-1864,3.148844951,4.096054873
687798,PHA-793887,4.369227628,4.864536663
946367,Zibotentan,4.148901465,5.740814309
906765,FTI-277,1.898285487,1.79072348
749713,JNK-9L,-0.937997202,-0.108059778
908450,AZD7762,0.710696884,1.158019177
1240147,Elesclomol,-4.691972015,-3.073157493
910947,NVP-TAE684,-0.732288419,0.049899921
910546,JNK-9L,0.676606448,-0.975079279
905979,Tubastatin A,5.900517186,5.43690913
1240150,Selisistat,5.700006744,5.311717591
1240209,NPK76-II-72-1,2.797145981,1.665392417
949176,UNC0638,3.790571462,3.296635551
684062,Talazoparib,0.220321023,-2.014590498
909712,KIN001-266,4.512582719,3.695267592
906841,GSK429286A,5.59225584,5.049280501
909735,PIK-93,2.389623026,1.915106006
1290771,PLX-4720,1.792895177,4.978372789
1299052,Elesclomol,-3.961399615,-3.511128053
909739,Fedratinib,2.037345575,2.139041225
910952,QS11,4.347506974,4.382752282
906841,WHI-P97,3.08832557,3.807442951
910695,GSK650394,3.641151537,3.804397761
687780,JNK-9L,-0.262005238,-0.668700144
753552,CAY10603,0.215192074,-0.150776696
909701,Selisistat,5.167631477,5.355694639
749710,Doramapimod,5.794289246,4.538874475
1331032,OSI-027,-1.755086833,-0.813650785
907057,KIN001-244,2.265316033,2.742650167
